# japanese	english	jp_bytes	en_bytes	source=reuse
ランページ	Rampage	10	7	reuse
ラーヴァ	Lava	8	4	reuse
リアラ	Reala	6	5	reuse
リカバー	Recover	8	7	reuse
リキュールボトル	Liqueur Bottle	16	14	reuse
リグロース	Regrowth	10	8	reuse
リザルヴ	Resolve	8	7	reuse
リザレクション	Revitalize	14	10	reuse
リザード	Lizard	8	6	reuse
リゾット	Risotto	8	7	reuse
リチュアル	Ritual	10	6	reuse
リトラー総司令のはからい	Commander Littler's Favor	24	25	reuse
リバウンド	Rebound	10	7	reuse
リバース	Rebirth	8	7	reuse
リバースドール	Rebirth Doll	14	12	reuse
リファイン	Refine	10	6	reuse
リフレクト	Reflect	10	7	reuse
リフレクトリング	Reflect Ring	16	12	reuse
リフレックス	Reflex	12	6	reuse
リボン	Ribbon	6	6	reuse
リュウエンセン	Ryuuensen	14	9	reuse
リュウレンダン	Ryurendan	14	9	reuse
リリス	Lilith	6	6	reuse
リリスの家で朝ゴハン	Breakfast at Lilith's	20	21	reuse
リリックセプター	Lyric Scepter	16	13	reuse
リリックベレット	Lyric Beret	16	11	reuse
リリーヴ	Relieving	8	9	reuse
リレントリー	Relent	12	6	reuse
リングメイル	Ring Mail	12	9	reuse
リンゴ	Apple	6	5	reuse
リヴェンジ	Revenge	10	7	reuse
リーダーに続け	and artes.Follow Leader	14	23	reuse
リーディング	Leading	12	7	reuse
リーネ	Lienea	6	6	reuse
リーネの中で	Inside Lien	12	11	reuse
ルナシェイド	Luna Shade	12	10	reuse
ルナティック	Lunatic	12	7	reuse
ルビー	Ruby	6	4	reuse
ルーン	Rune	6	4	reuse
ルーンブレイド	Rune Blade	14	10	reuse
ルーンボトル	Rune Bottle	12	11	reuse
ルーンボトルの変更はできません	Rune Bottles can't change.	30	26	reuse
レアカイザー	Rare Kaiser	12	11	reuse
レアガントレット	Rare Gauntlets	16	14	reuse
レアメタル	Rare Metal	10	10	reuse
レアルタに行くぞ!!	To Realta!!	18	11	reuse
レイズデッド	Resurrection	12	12	reuse
レイピア	Rapier	8	6	reuse
レインボウ	Rain Bow	10	8	reuse
レガシー	Legacy	8	6	reuse
レクター	Rector	8	6	reuse
レザー	Leather	6	7	reuse
レザーアーマー	Leather Armor	14	13	reuse
レザーグローブ	Leather Gloves	14	14	reuse
レザーブーツ	Leather Boots	12	13	reuse
レザーヘルム	Leather Helm	12	12	reuse
レザーマント	Leather Cape	12	12	reuse
レシピ熟練度	Skill Level	12	11	reuse
レジスト	Resist	8	6	reuse
レジストリング	Resist Ring	14	11	reuse
レジューム	Resume	10	6	reuse
レストフル	Restful	10	7	reuse
レスポンス	Response	10	8	reuse
レタス	Lettuce	6	7	reuse
レッカセン	Rekkasen	10	8	reuse
レッドカモミール	Red Chamomile	16	13	reuse
レッドサフラン	Red Saffron	14	11	reuse
レッドセボリー	Red Savory	14	10	reuse
レッドセージ	Red Sage	12	8	reuse
レッドベルベーヌ	Red Verbena	16	11	reuse
レッドラベンダー	Red Lavender	16	12	reuse
レッドローズマリー	Red Rosemary	18	12	reuse
レデュース	Redux	10	5	reuse
レパルス	Repulse	8	7	reuse
レプラコーン	Leprechaun	12	10	reuse
レモン	Lemon	6	5	reuse
レモングミ	Lemon Gel	10	9	reuse
レモンタルト	Lemon Tart	12	10	reuse
レンズ	Lens	6	4	reuse
レンズがない！	The Lens Is Gone!	14	17	reuse
レンズの力	Power of the Lens	10	17	reuse
レンズはまだ	The Lens, Still	12	15	reuse
レーヴァンテイン	Levantine	16	9	reuse
ロイヤル	Royal	8	5	reuse
ロケット作りの報告へ	Report on the Rocket	20	20	reuse
ロッキング	Rocking	10	7	reuse
ロッド	Rod	6	3	reuse
ロニ	Loni	4	4	reuse
ロリポップ	Lollipop	10	8	reuse
ロンギヌス	Longinus	10	8	reuse
ロングソード	Long Sword	12	10	reuse
ローズマリー	Rosemary	12	8	reuse
ロード	Lord	6	4	reuse
ローブ	Robe	6	4	reuse
ロープ	Rope	6	4	reuse
ロールキャベツ	Cabbage Roll	14	12	reuse
ローレル	Laurel	8	6	reuse
ワイアーム	Wyrm	10	4	reuse
ワイズマン	Wiseman	10	7	reuse
ワルキューレの鎧	Valkyrie's Armor	16	16	reuse
ワンダフル	Wonderful	10	9	reuse
ワンダー	Wonder	8	6	reuse
ワンド	Wand	6	4	reuse
ワース	Worth	6	5	reuse
ワールド	World	8	5	reuse
ワールドマップ	World Map	14	9	reuse
ワールドマップ使用方法	Using the World Map	22	19	reuse
ワールドマップ引継ぎ	Carry World Map	20	15	reuse
ヴァニシング	Vanishing	12	9	reuse
ヴァリアント	Variant	12	7	reuse
ヴァルパイン	Vulpine	12	7	reuse
ヴァンパイア	Vampire	12	7	reuse
ヴァンブレイス	Vanbraces	14	9	reuse
ヴィジョン	Vision	10	6	reuse
ヴェノム	Venom	8	5	reuse
ヴェール	Veil	8	4	reuse
ヴォイド	Void	8	4	reuse
ヴォルカニックレイ	Volcanic Ray	18	12	reuse
ヴォルテックヒート	Heat Vortex	18	11	reuse
ヴォーパルウェポン	Vorpal Weapon	18	13	reuse
・・・・・	.....	10	5	reuse
一人でも、ＨＰが２０％以下なら料理を行います	An ally has 20% or less HP	44	26	reuse
一人でも、ＴＰが２０％以下なら料理を行います	An ally has 20% or less TP	44	26	reuse
一夜漬け	Pickled Vegetables	8	18	reuse
一定間隔でＨＰが回復する	HP regenerates at fixed intervals	24	33	reuse
三つの光弾を同時に撃ち出す下級晶術	Low: Three blasts of light strikedown the enemy.	34	48	reuse
三人以上、ＨＰが８０％以下なら料理を行います	3+ allies have 80% or less HP	44	29	reuse
三人以上、ＴＰが８０％以下なら料理を行います	3+ allies have 80% or less TP	44	29	reuse
三徳包丁	All-Purpose Knife	8	17	reuse
上流探索	Upstream Search	8	15	reuse
下層部突入	Into the Lower Level	10	20	reuse
不思議な少女	Mysterious Girl	12	15	reuse
世界で一番「強い」国	World's Strongest Nation	20	24	reuse
世界をとりもどしてみせる！	I'll Take Back the World!	26	25	reuse
世界をとりもどせ！	Take Back the World!	18	20	reuse
世界を救うオレ	I'll Save the World	14	19	reuse
両手	2-Hand	4	6	reuse
並び変更	Row Change	8	10	reuse
乗船	Aboard	4	6	reuse
二人の無事を願う二人	Two Praying for Two	20	19	reuse
二人以上、ＨＰが４０％以下なら料理を行います	2+ allies have 40% or less HP	44	29	reuse
二人以上、ＨＰが６０％以下なら料理を行います	2+ allies have 60% or less HP	44	29	reuse
二人以上、ＴＰが４０％以下なら料理を行います	2+ allies have 60% or less TP	44	29	reuse
二人以上、ＴＰが６０％以下なら料理を行います	2+ allies have 60% or less TP	44	29	reuse
二律背反	Contradiction	8	13	reuse
二者択一	Either/Or	8	9	reuse
人間らしく	Feeling Human	10	13	reuse
今、何かが見えた？	Did You See Something?	18	22	reuse
今が好機だ	Now's our chance!	10	17	reuse
今のうちに	While We Can	10	12	reuse
今は耐えろ	Stay strong	10	11	reuse
今を精一杯	Live for Now	10	12	reuse
他人事のように	Someone Else's Problem	14	22	reuse
付加	Enchant	4	7	reuse
仮面の剣士	Masked Swordsman	10	16	reuse
仮面の男	Masked Man	8	10	reuse
仮面を見て思う	Thoughts on the Mask	14	20	reuse
仮面ストーカー	Masked Stalker	14	14	reuse
仮面戦隊レンズファイブ	Masked Squad Lens Five	22	22	reuse
企みを知って	Plot Uncovered	12	14	reuse
伝説の天才科学者	Legendary Genius	16	16	reuse
低確率で最大ＨＰ加算	Low chance of increasing Maximum HP	20	35	reuse
作戦	Tactics	4	7	reuse
作戦変更	Change Tactics	8	14	reuse
作戦続行よ！	Operation Continues!	12	20	reuse
使用回数引継ぎ	Carry Counts	14	12	reuse
使用晶術の消費TPを軽減する	Reduces the spell's TP cost.	26	28	reuse
使用晶術の詠唱速度が上昇する	Increases casting speed of the spell.	28	37	reuse
例の作戦	Custom strategy	8	15	reuse
価格(低)	Price (low)	8	11	reuse
価格(高)	Price (high)	8	12	reuse
保存しました	Saved.	12	6	reuse
修復される世界	A World Restored	14	16	reuse
俺にまかせろ	Leave it to me!	12	15	reuse
個手に入れた	obtained.	12	9	reuse
停止	Stop	4	4	reuse
備えあれば	Be Prepared	10	11	reuse
元に戻す	Undo	8	4	reuse
先祖	Ancestor	4	8	reuse
光のほこら	Shrine	10	6	reuse
光のほこらへ	To the Shrine of Light	12	22	reuse
光の洗礼を受けた七色の剣が降り注ぐ中級晶術	Mid: Swords baptized in the seven colors oflight rain down upon the enemy.	42	74	reuse
光属性	Light	6	5	reuse
光属性を付加する	Adds Light attribute	16	20	reuse
光属性レベル	Light Level	12	11	reuse
光抵抗	Light	6	5	reuse
光耐性を得る	Adds Light Resistance	12	21	reuse
光耐性－	Damage Light Res	8	16	reuse
全てを無に帰する	Return All to Nothing	16	21	reuse
全ダメージを微軽減する	Reduces all damage taken	22	24	reuse
全滅した・・・	Wiped out...	14	12	reuse
全身に聖気をまとったような気がする	You feel wrapped in holy energy.	34	32	reuse
全身に邪気をまとったような気がする	You feel wrapped in dark energy.	34	32	reuse
公園に行きましょう	Let's Go to the Park	18	20	reuse
具現結晶	Lens Crystal	8	12	reuse
再び未来へ	To the Future Again	10	19	reuse
再出航	Setting Sail Again	6	18	reuse
再度未来に行くには	To the Future Again	18	19	reuse
冒険ごっこの思い出	Playing Adventurer	18	18	reuse
冒険のない世界	A World Without Adventure	14	25	reuse
冒険の予感	Adventure Awaits	10	16	reuse
冒険の始まり	Adventure Begins	12	16	reuse
冒険を実感	Feels Like Adventure	10	20	reuse
凍結	Freeze	4	6	reuse
凍結効果	Inflict Freeze	8	14	reuse
凍結耐性と反撃効果を得る	Adds resistance to Freeze status	24	32	reuse
出現したって!?	It Appeared!?	14	13	reuse
出産式へ	To the Birth Rite	8	17	reuse
出発前のあいさつ	Goodbyes Before Leaving	16	23	reuse
別ルートを探せ！	Find Another Route!	16	19	reuse
削除	Delete	4	6	reuse
剣士	Swordsman	4	9	reuse
加護なくも人は強く	Strong Without Grace	18	20	reuse
効果上昇	Boost	8	5	reuse
効果音	SFX	6	3	reuse
十年後のオレ	Me, Ten Years On	12	16	reuse
十年後のキミの十年前	Ten Years Before You	20	20	reuse
十年後の俺	Me, Ten Years Later	10	19	reuse
千戦士	1000 Soldiers	6	13	reuse
危険な宝	Dangerous Treasure	8	18	reuse
危険な高さ	Dangerous Height	10	16	reuse
双剣を交互に繰り出す四連撃の特技	Base: Performs a four-stroke attackwith two swords.	32	51	reuse
反撃に努めろ	Counter	12	7	reuse
取得Expが増加する	Increases experience points gained	17	34	reuse
取得ガルドが増加する	Increases Gald obtained	20	23	reuse
取得料理を引き継いでゲーム開始できます	Carry over learned recipes.	38	27	reuse
受けたダメージを時間回復	Gradually recover damage taken	24	30	reuse
受け継いだ奥義	Inherited Arcane Arte	14	21	reuse
古代の秘宝	Ancient Treasure	10	16	reuse
古都ダリルシェイド	Old Darilsheid	18	14	reuse
名前変更	Rename	8	6	reuse
君は海風と共に	With the Sea Breeze	14	19	reuse
味方一人の体力を回復させる晶術	Restores HP to an ally.	30	23	reuse
味方一人の体力を大幅に回復させる晶術	Restores a large amount of HP to an ally.	36	41	reuse
味方一人を戦闘不能から回復させる晶術	Revives a fallen ally.	36	22	reuse
命中	Hit	4	3	reuse
命中が上昇する	Increases Accuracy	14	18	reuse
命中率アップ	Increase Accuracy	12	17	reuse
命中＋	Hit +	6	5	reuse
命中－	Damage Accuracy	6	15	reuse
回復	Heal	4	4	reuse
回復晶術をかけてくれます。どの状況で使用するかは	To choose when, open <color:00000005>Tactics<color:00000007>	48	38	reuse
回復者のSPが回復する	The healed person's SP is recovered.	20	36	reuse
回復者のTPが回復する	The healed person's TP is recovered.	20	36	reuse
回避	Evade	4	5	reuse
回避が上昇する	Increases Evasion	14	17	reuse
回避力－	Damage Evasion	8	14	reuse
土鍋	Earthenware Pot	4	15	reuse
圧縮した水流弾を撃ち放つ特技	Base: Shoots a blast of water at the enemy.	28	43	reuse
地上への出口へは	To the Surface Exit	16	19	reuse
地上軍拠点	Er'ther	10	7	reuse
地上軍拠点跡地	Er'ther Ruins	14	13	reuse
地上軍拠点跡地へ	To the Er'ther Base Ruins	16	25	reuse
地上軍拠点～物資保管所	Base to Storehouse	22	18	reuse
地下水路	Waterway	8	8	reuse
地下水路は確か	The Waterway, Right	14	19	reuse
地下水路出口	Sewer Exit	12	10	reuse
地下水路大脱出	Sewer Escape	14	12	reuse
地下水路脱出後　地下水路	After Sewer: Waterway	24	21	reuse
地下水路脱出後　橋	After Sewer: Bridge	18	19	reuse
地下水路脱出後　街	After Sewer: Town	18	17	reuse
地下水路脱出後　遺跡	After Sewer: Ruins	20	18	reuse
地属性	Earth	6	5	reuse
地属性を付加する	Adds Earth attribute	16	20	reuse
地属性レベル	Earth Level	12	11	reuse
地抵抗	Earth	6	5	reuse
地耐性を得る	Adds Earth Resistance	12	21	reuse
地耐性－	Damage Earth Res	8	16	reuse
地面から発生した闇の刃が敵を貫く下級晶術	Low-Ext: A dark blade springs forth fromthe ground, piercing the enemy.	40	71	reuse
城でまた一泊	Another Castle Night	12	20	reuse
城で一泊しよう	A Night at the Castle	14	21	reuse
城下町を観光しよう	Tour the Castle Town	18	20	reuse
報告終了	Report Done	8	11	reuse
墜落	Crash	4	5	reuse
売る	Sell	4	4	reuse
変装	Disguise	4	8	reuse
外殻	Shell	4	5	reuse
外装	Outfit	4	6	reuse
外装屋　アームズロア	Outdoor Shop ARMS LORE	20	22	reuse
多忙な英雄	Busy Hero	10	9	reuse
夢の光景	Dreamscape	8	10	reuse
大あくび	Big Yawn	8	8	reuse
大地に衝撃を与え、数多の岩片を吹き飛ばす奥義	Arcane: Strikes the ground and releases aflurry of rock shards.	44	63	reuse
大神殿	Grand Temple	6	12	reuse
大神殿に乗り込め！	Storm the Grand Temple!	18	23	reuse
大落下	Great Fall	6	10	reuse
大陸北部の坑道	Northern Mine	14	13	reuse
大陸北部の坑道・北側出入り口	Northern Fitzgald Tunnel - N Passage	28	36	reuse
大陸北部の坑道・南側出入り口	Northern Fitzgald Tunnel - S Passage	28	36	reuse
大陸南部の坑道	Southern Mine	14	13	reuse
大陸南部の坑道・北東出入り口	Southern Fitzgald Tunnel - NE Passage	28	37	reuse
大陸南部の坑道・北西出入り口	Southern Fitzgald Tunnel - NW Passage	28	37	reuse
大陸南部の坑道・南側出入り口	Southern Fitzgald Tunnel - S Passage	28	36	reuse
大陸西部の坑道	Western Mine	14	12	reuse
大陸西部の坑道・北東出入り口	Western Fitzgald Tunnel - NE Passage	28	36	reuse
大陸西部の坑道・北西出入り口	Western Fitzgald Tunnel - NW Passage	28	36	reuse
大陸西部の坑道・南東出入り口	Western Fitzgald Tunnel - SE Passage	28	36	reuse
大陸西部の坑道・南西出入り口	Western Fitzgald Tunnel - SW Passage	28	36	reuse
天からの声	Voice From Heaven	10	17	reuse
天に浮かびしもの	That Which Floats	16	17	reuse
天地戦争に参加	Joining the War	14	15	reuse
天才的記憶力	Genius Memory	12	13	reuse
天才科学者との出会い	Meeting a Genius	20	16	reuse
天才科学者の真実	Truth of the Genius	16	19	reuse
太陽と空気と	Sun and Air	12	11	reuse
奇跡のあとで	After the Miracle	12	17	reuse
奇跡の女	Woman of Miracles	8	17	reuse
奇跡の片鱗	Glimpse of a Miracle	10	20	reuse
奥の建物で紹介するわよ	I'll Introduce You Inside	22	25	reuse
女盗賊	Thief	6	5	reuse
女神官	Cleric	6	6	reuse
嫉妬	Jealousy	4	8	reuse
孤独なつぶやき	Lonely Murmur	14	13	reuse
孤独な仮面	Lonely Mask	10	11	reuse
宝が欲しくば	If You Want Treasure	12	20	reuse
宝とは？	What Is Treasure?	8	17	reuse
宝を探して	Seeking Treasure	10	16	reuse
宿屋で聞いた	Heard at the Inn	12	16	reuse
宿屋で聞いたのに	The Inn Told Us	16	15	reuse
寝ぼすけ	Sleepyhead	8	10	reuse
寝る子は寝てる	Sleeping Child	14	14	reuse
寝言	Sleep Talk	4	10	reuse
対のスロットが低確率でLVUP	Low chance of leveling up companion slot	26	40	reuse
対のスロットの効果上昇	Increases companion slot effectiveness	22	38	reuse
対スロットLV上昇	Anti-Slot LV up	16	15	reuse
対空攻撃からの連続攻撃を繰り出す奥義	Arcane: A chain attack effective onaerial enemies.	36	50	reuse
対空能力を持った二連斬りを繰り出す特技	Base: Performs a two-stroke attack thathits flying enemies.	38	59	reuse
封印を解け	Break the Seal	10	14	reuse
小屋	Hut	4	3	reuse
小規模な竜巻を発生させる特技	Base: Creates a small tornado.	28	30	reuse
属性抵抗上昇	Resist	12	6	reuse
山小屋	Cabin	6	5	reuse
山小屋がある！	A Mountain Hut!	14	15	reuse
山道です	Mountain Path	8	13	reuse
崖の恐怖！	Terror of the Cliff!	10	20	reuse
工兵隊	Engineers	6	9	reuse
帰ってきたふられマン	Dumped Man Returns	20	18	reuse
幸せの定義	Defining Happiness	10	18	reuse
幸運	Luck	4	4	reuse
幻影刃	Phantom Edge	6	12	reuse
店を出る	Leave shop	8	10	reuse
廃坑に行くぞ	To the Abandoned Mine	12	21	reuse
廃坑の怪	Mine Mystery	8	12	reuse
廃坑へ	To the Mine	6	11	reuse
弱肉強食	Survival	8	8	reuse
強い情熱	Burning Passion	8	15	reuse
強化	Boost	4	5	reuse
彼は何でも知っている	He Knows Everything	20	19	reuse
彼ら	They	4	4	reuse
彼女	Girlfriend	4	10	reuse
彼女が落としたもの	What She Dropped	18	16	reuse
彼女の料理	Her Cooking	10	11	reuse
彼女の料理の準備	Prepping Her Cooking	16	20	reuse
後悔先に立たず	Too Late for Regrets	14	20	reuse
後衛を護れ	Protect Rear	10	12	reuse
御乱神	War God Leader	6	14	reuse
復活した心	A Revived Heart	10	15	reuse
心に焼きつけて	Burned Into Memory	14	18	reuse
心のままに	Follow Your Heart	10	17	reuse
心の美しさ	Inner Beauty	10	12	reuse
心配される男	A Worried-Over Man	12	18	reuse
急を要する	Urgent	10	6	reuse
性に合う土地	A Land That Suits Me	12	20	reuse
悪魔に対して有効	Strong against demons	16	21	reuse
想いを胸に	Heart's Resolve	10	15	reuse
想像宝	Dream Treasure	6	14	reuse
愛の治療法	Love's Remedy	10	13	reuse
愛の芽生え	Love Blossoms	10	13	reuse
感動の再会	Moving Reunion	10	14	reuse
感動を演出	Staging Emotion	10	15	reuse
懐かしき街	Nostalgic Town	10	14	reuse
成功報告	Success Report	8	14	reuse
戦士	Warrior	4	7	reuse
戦神	Battle God	4	10	reuse
戦闘	Battle	4	6	reuse
戦闘するたびに料理を行います	After every battle	28	18	reuse
戦闘オートカメラ	Battle Auto Camera	16	18	reuse
戦闘キーカスタマイズ	Battle Key Config	20	17	reuse
戦闘ボイス	Battle Voice	10	12	reuse
戦闘メンバーに戦闘可能なキャラがいません	No active party members are able to fight.	40	42	reuse
戦闘ランク	Battle Rank	10	11	reuse
戦闘不能	K.O.	8	4	reuse
戦闘回数１０回毎に料理を行います	After every 10 battles	32	22	reuse
戦闘回数５回毎に料理を行います	After every 5 battles	30	21	reuse
戦闘情報引継ぎ	Carry Battle	14	12	reuse
戸惑い	Confusion	6	9	reuse
所持晶術を引き継いでゲーム開始できます	Carry over your spells.	38	23	reuse
所持特技を引き継いでゲーム開始できます	Carry over your skills.	38	23	reuse
手玉	Played	4	6	reuse
拳闘士	Boxer	6	5	reuse
持主が低レベルほど攻撃上昇	Lower user level = greater attack power	26	39	reuse
掛け合い	Banter	8	6	reuse
攻撃	Attack	4	6	reuse
攻撃が上昇する	Increases Attack	14	16	reuse
攻撃とクリティカルが上昇する	Attack and Critical UP	28	22	reuse
攻撃と命中が上昇する	Increases Attack and Accuracy	20	29	reuse
攻撃と最大HPが上昇	Increases Attack and Maximum HP	18	31	reuse
攻撃中の敵に対して絶大な追尾性能を持つ特技	Base: Targets a moving enemy withperfect aim.	42	45	reuse
攻撃力	Attack	6	6	reuse
攻撃力アップ	Increase Attack	12	15	reuse
攻撃力－	Damage Attack	8	13	reuse
攻撃＋	Atk +	6	5	reuse
敗者の歴史	History of the Defeated	10	23	reuse
敵が持つ取得経験値が２倍になります	Enemy EXP is doubled.	34	21	reuse
敵のスキをつけ	Find Opening	14	12	reuse
敵の数を減らせ	Crush Weak	14	10	reuse
敵ターゲットＳＰ常時表示	Always Show Target SP	24	21	reuse
敵本拠地へ	To the Enemy Base	10	17	reuse
料理	Cooking	4	7	reuse
料理引継ぎ	Carry Recipes	10	13	reuse
斬撃の真空波が三日月の軌跡を描く特技	Base: Slashes in the shape of acrescent moon.	36	45	reuse
新作	New	4	3	reuse
新規	New	4	3	reuse
旅立ちの決意	Ready to Depart	12	15	reuse
明日はラグナ遺跡	Laguna Ruins Tomorrow	16	21	reuse
星に願いを	Wish Upon a Star	10	16	reuse
星を落とす男	The Star-Feller	12	15	reuse
晶術で攻めろ	Use spells	12	10	reuse
晶術を使うと上昇	Rises with magic use.	16	21	reuse
晶術を使わせるな	Block Magic	16	11	reuse
晶術引継ぎ	Carry Spells	10	12	reuse
晶術追撃	Spell Chaser	8	12	reuse
暑い国	Hot Country	6	11	reuse
最初の冒険	First Adventure	10	15	reuse
最大ヒット	Max Combo	10	9	reuse
最大ＨＰ	Max HP	8	6	reuse
最大ＨＰが上昇	Max HP up	14	9	reuse
最大ＨＰが上昇する	Increases Maximum HP	18	20	reuse
最終決戦	Final Battle	8	12	reuse
期待の食事	Anticipated Meal	10	16	reuse
未来のために	For the Future	12	14	reuse
未来の大英雄	Future Great Hero	12	17	reuse
未開の森	Wildwood	8	8	reuse
栄養ドリンク	Energy Drink	12	12	reuse
格納庫に行くよ	To the Hangar	14	13	reuse
楽しい食事	A Fun Meal	10	10	reuse
楽しかったね	That Was Fun	12	12	reuse
槍闘士	Lancer	6	6	reuse
橋が通れるようになったはずだよ	The Bridge Should Be Open	30	25	reuse
機械に対して有効	Strong against machines	16	23	reuse
欠伸	Yawn	4	4	reuse
次の手	Next Move	6	9	reuse
武器	Weapon	4	6	reuse
武器は外せません	Can't remove weapon.	16	20	reuse
武器屋　つめとぎ	Weapon Shop つめとぎ	16	20	reuse
武器屋　アウルゲルミル	Weapon Shop AURGELMIR	22	21	reuse
武器屋　アームズロア	Weapon Shop ARMS LORE	20	21	reuse
武器屋　シャンディガフ	Weapon Shop SHANDYGAFF	22	22	reuse
武器屋　ソウル＆ソード	Weapon Shop SOUL & SWORD	22	24	reuse
武器屋　ブレイブハート	Weapon Shop BRAVEHEART	22	22	reuse
武器屋　ライトニング	Weapon Shop LIGHTNING	20	21	reuse
武器屋　リーヴ	Weapon Shop LIF	14	15	reuse
武器屋　一騎当千	Weapon Shop SUPERMAN	16	20	reuse
武器屋　殺劇舞荒剣	Weapon Shop ASSASSIN'S FURY	18	27	reuse
歩き	Walk	4	4	reuse
歴史を越えた集団	A Group Beyond Time	16	19	reuse
歴史修復	History Restored	8	16	reuse
歴史改変	History Altered	8	15	reuse
殺意の斧	Axe of Malice	8	13	reuse
母の愛とビンタ	A Mother's Slap	14	15	reuse
母へ	To Mother	4	9	reuse
毒効果	Inflict Poison	6	14	reuse
毒耐性と反撃効果を得る	Adds resistance to Poison status	22	32	reuse
毛皮のマント	Fur Cape	12	8	reuse
気まずい神団騎士	Awkward Order Knight	16	20	reuse
気絶時間を減らす	Reduces Stagger time	16	20	reuse
水属性	Water	6	5	reuse
水属性を付加する	Adds Water attribute	16	20	reuse
水属性レベル	Water Level	12	11	reuse
水抵抗	Water	6	5	reuse
水耐性を得る	Adds Water Resistance	12	21	reuse
水耐性－	Damage Water Res	8	16	reuse
氷を風の力で粉砕し、敵にぶつける中級昇華晶術	Mid-Ext: Assails the enemy with apowerful icy wind.	44	51	reuse
決心	Resolve	4	7	reuse
油断大敵	Beware	8	6	reuse
洞窟を抜けろ！	Through the Cave!	14	17	reuse
海の主の襲撃	Sea Lord's Attack	12	17	reuse
海の精の贈り物	The Sea Spirit's Gift	14	21	reuse
海岸の洞窟	Sea Cave	10	8	reuse
海鮮カレー	Seafood Curry	10	13	reuse
温度変化で崩壊	Collapse by Heat	14	16	reuse
準備して出航だ！	Get Ready and Sail!	16	19	reuse
準備良し	All Set	8	7	reuse
漢の拳を交えた二連攻撃を行う特技	Base: A two-stroke punching attack.	32	35	reuse
潜入成功	Snuck In	8	8	reuse
潜入計画	Infiltration Plan	8	17	reuse
瀕死時にＨＰが回復する	HP Recovery when near KO	22	24	reuse
火属性	Fire	6	4	reuse
火属性を付加する	Adds Fire attribute	16	19	reuse
火属性レベル	Fire Level	12	10	reuse
火抵抗	Fire	6	4	reuse
火耐性を得る	Adds Fire Resistance	12	20	reuse
火耐性－	Damage Fire Res	8	15	reuse
無数の真空の刃で敵を切り裂く中級晶術	Mid: Countless blades of the voidshred the enemy.	36	49	reuse
無機物に対して有効	Strong against inorganic matter	18	31	reuse
焼きイモ	Roast Potato	8	12	reuse
熟練の手さばきで矢を三連射する特技	Base: Rapidly fires three arrows withexpert accuracy.	34	53	reuse
熟練度の一番低い料理を行います	Use dish with the lowest skill level	30	36	reuse
熱風を巻き起こして敵を吹き飛ばす中級昇華晶術	Mid-Ext: Creates a blazing wind that blowsthe enemy away.	44	57	reuse
燃える河	Burning River	8	13	reuse
爆炎剣	Hell Sword	6	10	reuse
父の故郷	Father's Hometown	8	17	reuse
父の背中を追って	Following Father	16	16	reuse
物を動かす方法	How to Move Things	14	18	reuse
物資保管所	Storehouse	10	10	reuse
物資装置　エルクスオウン	Vending Machine ELK'S OWN	24	25	reuse
物資装置　ケーブルグラム	Vending Machine CABLEGRAM	24	25	reuse
物資装置　ストーンフェンス	Vending Machine STONE FENCE	26	27	reuse
物資装置　ロブロイ	Vending Machine ROB ROY	18	23	reuse
特技	Skill	4	5	reuse
特技のクリティカル率を増やす	Increases the skill's chance of landing acritical strike.	28	57	reuse
特技のダメージを増やす	Increase's the skill's damage output.	22	37	reuse
特技の命中率を増やす	Increases the skill's accuracy.	20	31	reuse
特技ショートカット１	Skill Shortcut 1	20	16	reuse
特技ショートカット２	Skill Shortcut 2	20	16	reuse
特技・奥義を使うと上昇	Rises with skill use.	22	21	reuse
特技中のSP消費を軽減する	Reduces the skill's SP cost.	24	28	reuse
特技引継ぎ	Carry Skills	10	12	reuse
特技連携	Skill Chain	8	11	reuse
特殊抵抗	Special Res	8	11	reuse
状態	Status	4	6	reuse
状態異常時に料理を行います	An ally has abnormal status	26	27	reuse
獣に対して有効	Strong against beasts	14	21	reuse
玉座の間へ	To the Throne Room	10	18	reuse
現代に戻ってきて	Back to the Present	16	19	reuse
生き長らえた意味	Why I Lived On	16	14	reuse
生まれないことになる	Never to Be Born	20	16	reuse
男のロマン	A Man's Dream	10	13	reuse
男の中の男	A Man Among Men	10	15	reuse
男をみがけ！	Polish Your Manhood!	12	20	reuse
男神官	Priest	6	6	reuse
番犬	Watchdog	4	8	reuse
異常耐性	Ailment Res	8	11	reuse
疑問	Question	4	8	reuse
疑念	Doubt	4	5	reuse
発進	Launch	4	6	reuse
白き霧の中へ	Into the White Mist	12	19	reuse
白雲の尾根	White Cloud Ridge	10	17	reuse
百万倍	A Millionfold	6	13	reuse
盗めるアイテム	Steal Item	14	10	reuse
目印	Landmark	4	8	reuse
眠れない寝ぼすけ	Sleepless Sleepyhead	16	20	reuse
着弾時に爆発する矢を放つ特技	Base: Fires an arrow which explodeson impact.	28	45	reuse
着陸できない地形です	No place to land here.	20	22	reuse
瞬時に空中へ移動、そこから剣を振り下ろす特技	Base: Get lifted into the air for adownward strike.	44	51	reuse
矢を五方向に拡散させて放つ特技	Base: Fires arrows in five directions.	30	38	reuse
知性	Int	4	3	reuse
知性が上昇する	Increases Intellect	14	19	reuse
知性と詠唱速度が上昇する	Increases Intellect and Casting Speed	24	37	reuse
知性＋	Int +	6	5	reuse
